,breed,type.x,contact_state,State_Full,state,# of non-kill shelters,# of shelters, % big dog friendly rentals, %small dog friendly rentals,% dog owners
54980,Yorkshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54981,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54982,Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54983,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54984,Australian Cattle Dog / Blue Heeler,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54985,Brittany Spaniel,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54986,Brittany Spaniel,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54987,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54988,Great Dane,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54989,Australian Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54990,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54991,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54992,Flat-Coated Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54993,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54994,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54995,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54996,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54997,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54998,Black and Tan Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
54999,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55000,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55001,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55002,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55003,Mixed Breed,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55004,Pit Bull Terrier,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55005,Chocolate Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55006,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55007,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55008,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55009,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55010,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55011,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55012,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55013,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55014,Chihuahua,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55015,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55016,Husky,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55017,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55018,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55019,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55020,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55021,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55022,Jack Russell Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55023,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55024,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55025,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55026,American Bulldog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55027,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55028,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55029,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55030,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55031,Great Dane,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55032,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55033,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55034,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55035,Spitz,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55036,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55037,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55038,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55039,Black Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55040,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55041,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55042,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55043,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55044,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55045,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55046,Border Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55047,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55048,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55049,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55050,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55051,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55052,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55053,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55054,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55055,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55056,English Setter,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55057,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55058,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55059,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55060,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55061,Border Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55062,Terrier,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55063,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55064,Boxer,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55065,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55066,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55067,Black Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55068,Chow Chow,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55069,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55070,Basset Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55071,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55072,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55073,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55074,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55075,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55076,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55077,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55078,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55079,Border Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55080,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55081,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55082,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55083,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55084,American Bulldog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55085,Terrier,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55086,Pit Bull Terrier,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55087,Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55088,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55089,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55090,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55091,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55092,Chihuahua,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55093,Jack Russell Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55094,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55095,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55096,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55097,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55098,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55099,Fox Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55100,Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55101,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55102,Black Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55103,Black Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55104,Basset Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55105,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55106,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55107,Australian Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55108,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55109,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55110,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55111,Dachshund,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55112,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55113,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55114,Australian Cattle Dog / Blue Heeler,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55115,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55116,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55117,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55118,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55119,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55120,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55121,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55122,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55123,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55124,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55125,Yellow Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55126,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55127,German Shepherd Dog,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55128,Basset Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55129,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55130,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55131,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55132,Catahoula Leopard Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55133,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55134,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55135,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55136,Cattle Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55137,Mountain Cur,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55138,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55139,Border Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55140,German Shepherd Dog,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55141,Cattle Dog,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55142,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55143,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55144,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55145,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55146,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55147,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55148,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55149,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55150,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55151,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55152,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55153,Plott Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55154,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55155,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55156,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55157,American Foxhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55158,Collie,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55159,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55160,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55161,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55162,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55163,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55164,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55165,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55166,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55167,Golden Retriever,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55168,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55169,Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55170,Jack Russell Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55171,American Staffordshire Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55172,Basset Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55173,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55174,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55175,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55176,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55177,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55178,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55179,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55180,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55181,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55182,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55183,Dutch Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55184,Catahoula Leopard Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55185,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55186,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55187,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55188,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55189,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55190,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55191,Black Mouth Cur,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55192,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55193,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55194,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55195,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55196,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55197,German Shepherd Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55198,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55199,Yellow Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55200,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55201,Labrador Retriever,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55202,Cattle Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55203,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55204,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55205,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55206,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55207,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55208,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55209,American Bulldog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55210,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55211,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55212,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55213,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55214,Chihuahua,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55215,Pekingese,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55216,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55217,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55218,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55219,Jack Russell Terrier,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55220,American Bulldog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55221,Plott Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55222,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55223,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55224,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55225,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55226,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55227,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55228,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55229,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55230,Shepherd,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55231,Labrador Retriever,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55232,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55233,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55234,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55235,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55236,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55237,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55238,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55239,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55240,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55241,German Shepherd Dog,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55242,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55243,Redbone Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55244,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55245,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55246,German Shepherd Dog,Dog,NC,North Carolina,North Carolina,38,123,58.6,77.6,41.3
55247,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55248,Schnauzer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55249,Mixed Breed,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55250,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55251,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55252,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55253,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55254,Skye Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55255,Lhasa Apso,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55256,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55257,Shih Tzu,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55258,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55259,Dachshund,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55260,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55261,Dogo Argentino,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55262,Chihuahua,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55263,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55264,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55265,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55266,Akita,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55267,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55268,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55269,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55270,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55271,Boxer,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55272,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55273,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55274,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55275,Treeing Walker Coonhound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55276,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55277,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55278,Dutch Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55279,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55280,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55281,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55282,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55283,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55284,Great Pyrenees,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55285,Staffordshire Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55286,English Shepherd,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55287,Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55288,Pit Bull Terrier,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55289,Beagle,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55290,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55291,Labrador Retriever,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
55292,Hound,Dog,VA,Virginia,Virginia,78,138,23.3,56.6,35.6
